name,co,dengl,ca,ga,ct,pr,lb,tx,la,tn,pa,pe,mn,de,dc,hi,yt,me,md,ma,mb,ut,mo,fraspm,mi,nu,mt,qc,ms,va,ab,vi,ak,al,ar,vt,il,in,ia,az,id,nh,ks,nj,nm,nb,nc,nd,ne,nf,ny,ns,nt,ri,nv,wa,bc,wi,wv,fl,wy,on,ok,oh,sk,sc,ky,or,sd
agoseris apargioides var. maritima,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,y,?
agoseris aurantiaca,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,y,y,?,?,y,?,y,?,?,?,?,?,?,y,y,?,?,?,y,?,?,?,?,?,?,?,y,?,y,y,y,?,?,?,y,?,?,?,?,?,?,y,y
agoseris aurantiaca var. aurantiaca,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,y,y,?,?,y,?,y,?,?,?,?,?,?,?,y,?,?,?,y,?,?,?,?,?,?,?,y,?,y,y,y,?,?,?,y,?,?,?,?,?,?,y,y
agoseris aurantiaca var. purpurea,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,y,?,?,?,?,?,?,?,?
agoseris elata,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agoseris glauca,y,?,y,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,y,y,?,?,y,?,y,?,?,?,y,?,y,?,?,?,?,?,y,y,y,?,?,?,y,?,?,y,y,?,?,?,y,?,y,y,y,?,?,?,y,y,?,?,y,?,?,y,y
agoseris glauca var. agrestis,y,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,?,y,?
agoseris glauca var. cronquistii,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agoseris glauca var. dasycephala,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,?,y,?,?,?,y,?,y,?,?,?,?,?,?,y,y,?,?,?,?,?,?,y,?,?,?,?,y,?,?,y,y,?,?,?,y,?,?,?,y,?,?,y,y
agoseris glauca var. glauca,y,?,y,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,y,y,?,?,y,?,y,?,?,?,y,?,?,?,?,?,?,?,y,y,y,?,?,?,y,?,?,y,y,?,?,?,?,?,y,y,y,?,?,?,y,y,?,?,y,?,?,y,y
agoseris glauca var. laciniata,y,?,y,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,y,?,?,y,?,?,?,?,?,?,y,?,?,?,?,?,y,?,?,?,?,?,?,y,?
agoseris glauca var. monticola,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,?,y,?
agoseris grandiflora,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agoseris heterophylla,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agoseris heterophylla var. crenulata,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?
agoseris heterophylla var. heterophylla,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agoseris heterophylla var. turgida,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?
agoseris lackschewitzii,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?
agoseris retrorsa,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,?,y,?
agrimonia,y,?,y,y,y,?,?,y,y,y,?,y,y,y,y,?,?,y,y,y,y,?,y,y,y,?,y,y,y,y,y,?,?,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,?,y,?,y,y,y,y,y,y,y,y,y,y,y,y,y,y
agrimonia eupatoria,?,?,y,?,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,?,?,y,?,?,?,?,?
agrimonia gryposepala,?,?,y,y,y,?,?,?,y,y,?,y,y,y,?,?,?,y,y,y,y,?,y,?,y,?,?,y,y,y,?,?,?,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,?,y,y,?,y,?,y,y,y,y,?,y,y,?,y,?,y,y,y,y
agrimonia incisa,?,?,?,y,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,y,?,?,?
agrimonia microcarpe,?,?,?,y,y,?,?,y,y,y,?,y,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,?,?,?,y,?,?,y,?,?,?,?,?,y,y,?,?,y,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,y,?,y,y,?,?
agrimonia odorata,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrimonia parviflora,?,?,?,y,y,?,?,y,y,y,?,y,?,y,y,?,?,?,y,y,?,?,y,?,y,?,?,?,y,y,?,?,?,y,y,?,y,y,y,?,?,?,y,y,?,?,y,?,y,?,y,?,?,?,?,?,?,y,y,?,?,y,y,y,?,y,y,?,y
agrimonia pubescens,?,?,?,y,y,?,?,?,y,y,?,y,y,y,y,?,?,y,y,y,?,?,y,?,y,?,?,y,y,y,?,?,?,y,y,y,y,y,y,?,?,?,y,y,?,?,y,?,y,?,y,?,?,y,?,?,?,y,y,?,?,y,y,y,?,y,y,?,y
agrimonia rostellata,?,?,?,y,y,?,?,y,y,y,?,y,y,y,y,?,?,?,y,y,?,?,y,?,y,?,?,?,y,y,?,?,?,y,y,?,y,y,?,?,?,?,y,y,?,?,y,?,?,?,y,?,?,?,?,?,?,y,y,y,?,?,y,y,?,y,y,?,?
agrimonia striata,y,?,?,y,y,?,?,?,?,?,?,y,y,y,?,?,?,y,y,y,y,?,?,y,y,?,y,y,?,?,y,?,?,y,?,y,?,?,y,y,?,y,?,y,y,y,?,y,y,y,y,y,?,y,?,?,y,y,y,?,y,y,y,y,y,?,y,?,y
�agroelymus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?
�agroelymus adamsii,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
�agroelymus bowdenii,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?
�agropogon,?,?,y,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?
�agropogon littoralis,?,?,y,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?
agropyron,y,?,y,?,?,?,y,y,?,?,?,?,y,y,?,?,y,?,?,y,y,y,y,?,y,?,y,y,?,?,y,?,y,?,?,?,y,y,y,y,y,y,y,?,y,?,?,y,y,?,y,y,y,?,y,y,y,y,?,?,y,y,y,y,y,?,y,y,y
agropyron cristatum,y,?,y,?,?,?,y,y,?,?,?,?,y,y,?,?,y,?,?,y,y,y,?,?,y,?,y,y,?,?,y,?,y,?,?,?,y,y,y,?,y,y,y,?,y,?,?,y,y,?,y,y,y,?,y,y,y,?,?,?,y,y,y,?,y,?,y,y,y
agropyron cristatum ssp. pectinatum,y,?,y,?,?,?,y,y,?,?,?,?,y,y,?,?,y,?,?,y,y,y,?,?,y,?,y,y,?,?,y,?,y,?,?,?,y,y,y,?,y,y,y,?,y,?,?,y,y,?,y,y,y,?,y,y,y,?,?,?,y,y,y,?,y,?,y,y,y
agropyron desertorum,y,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,y,?,y,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,y,y,?,?,y,?,y,?,?,y,?,?,y,?,?,?,y,?,?,y,?,?,y,?,?,y,?,?,?,y,y
agropyron fragile,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,y,y,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,y,?,y,?,y,?,?,?,y,?,?,?,y,?,?,?,y
agrostemma,y,?,y,y,y,?,?,y,y,y,?,y,y,y,y,?,?,y,y,y,y,?,y,?,y,?,y,y,y,y,?,?,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,?,y,?,?,y,?,y,?,y,y,y,y,y,y,y,y,y,y,y,y
agrostemma brachyloba,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostemma githago,y,?,y,y,y,?,?,y,y,y,?,y,y,y,y,?,?,y,y,y,y,?,y,?,y,?,y,y,y,y,?,?,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,?,y,?,?,y,?,y,?,y,y,y,y,y,y,y,y,y,y,y,y
agrostis,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y
agrostis aequivalvis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agrostis avenacea,?,?,y,?,?,?,?,y,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,y,?,?,?
agrostis blasdalei,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis canina,?,y,?,?,y,?,y,?,?,y,?,y,y,y,?,y,?,y,y,y,?,?,?,y,y,?,?,y,?,?,?,?,?,?,?,y,?,?,?,?,?,y,?,y,?,y,?,?,?,y,y,y,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,y,?
agrostis capillaris,?,y,y,?,y,?,y,?,?,y,?,y,?,?,y,y,y,y,y,y,?,y,y,y,y,?,y,y,y,y,?,?,y,y,y,y,y,y,?,?,y,y,?,y,?,y,y,y,?,y,y,y,?,y,y,y,y,?,y,?,y,y,?,y,?,y,y,y,?
agrostis clavata,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis clivicola,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis clivicola var. clivicola,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis clivicola var. punta-reyesensis,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis densiflora,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?
agrostis elliottiana,?,?,y,y,?,?,?,y,y,y,?,y,?,?,y,?,?,y,y,y,?,?,y,?,?,?,?,?,y,y,?,?,?,y,y,?,y,y,?,y,?,?,y,?,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,y,y,?,y,y,?,?
agrostis exarata,y,?,y,?,?,?,?,y,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,y,?,?,?,y,?,y,?,?,y,?,?,?,y,y,?,?,?,y,?,?,?,y,?,?,?,y,?,y,y,y,?,?,?,y,?,y,?,y,?,y,y,y
agrostis gigantea,y,?,y,y,y,?,?,y,y,y,?,y,y,y,y,?,y,y,y,y,y,y,y,?,y,?,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,?
agrostis hallii,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,y,?
agrostis hendersonii,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?
agrostis hooveri,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis howellii,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?
agrostis humilis,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,y,?,y,?,?,?,?,?,?,?,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,y,y,?,?,?,?,?,y,?
agrostis hyemalis,?,?,?,y,y,y,?,y,y,y,?,y,y,y,y,?,?,y,y,y,?,?,y,?,y,?,?,?,y,y,?,?,?,y,y,y,y,y,y,?,?,y,y,y,?,?,y,?,y,?,y,?,?,y,?,?,?,y,y,y,?,y,y,y,?,y,y,?,y
agrostis idahoensis,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,?,?,y,?,?,?,?,?,?,y,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,y,?,?,?,?,?,?,y,?
agrostis mertensii,y,?,?,?,?,?,y,?,?,y,?,?,?,?,?,?,y,y,?,?,y,y,?,?,?,y,y,y,?,y,y,?,y,?,?,y,?,?,?,?,?,y,?,?,?,y,y,?,?,y,y,?,y,?,?,y,y,?,y,?,y,y,?,?,y,y,?,?,?
agrostis microphylla,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agrostis oregonensis,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,y,?,?,?,?,?,?,y,?
agrostis pallens,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,?,?,?,?,?,?,?,y,?
agrostis perennans,?,?,y,y,y,?,?,y,y,y,?,y,y,y,y,?,?,y,y,y,?,?,y,?,y,?,?,y,y,y,?,?,?,y,y,y,y,y,y,?,?,y,y,y,?,y,y,y,y,y,y,y,?,y,?,y,?,y,y,y,?,y,y,y,?,y,y,y,y
agrostis rossiae,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?
agrostis sandwicensis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis scabra,y,y,y,y,y,?,y,y,y,y,?,y,y,y,?,?,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y
agrostis stolonifera,y,y,y,y,y,?,y,y,y,y,?,y,y,y,y,y,?,y,y,y,y,y,y,y,y,?,y,y,y,y,y,?,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,?,y,y,y,y,y,y
agrostis tandilensis,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis variabilis,y,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,?,?,?,y,?,?,?,?,?,?,?,?,?,y,y,y,?,?,?,y,?,?,?,?,?,?,y,?
agrostis vinealis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
agrostis vinealis ssp. vinealis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
ailanthus,y,?,y,y,y,?,?,y,y,y,?,y,?,y,y,y,?,y,y,y,?,y,y,?,y,?,?,y,y,y,?,?,?,y,y,?,y,y,y,y,y,?,y,y,y,?,y,?,y,?,y,?,?,y,y,y,?,y,y,y,?,y,y,y,?,y,y,y,?
ailanthus altissima,y,?,y,y,y,?,?,y,y,y,?,y,?,y,y,y,?,y,y,y,?,y,y,?,y,?,?,y,y,y,?,?,?,y,y,?,y,y,y,y,y,?,y,y,y,?,y,?,y,?,y,?,?,y,y,y,?,y,y,y,?,y,y,y,?,y,y,y,?
aiphanes,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
aiphanes minima,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
aira,?,?,y,y,y,?,?,y,y,y,?,y,?,y,y,y,y,?,y,y,?,?,y,?,?,?,?,?,y,y,?,?,y,y,y,y,y,y,?,?,y,y,?,y,y,?,y,?,?,?,y,y,?,?,?,y,y,?,?,y,y,?,y,y,?,y,?,y,?
aira caryophyllea,?,?,y,y,y,?,?,y,y,y,?,y,?,y,y,y,y,?,y,y,?,?,y,?,?,?,?,?,y,y,?,?,y,y,y,y,y,y,?,?,y,y,?,y,?,?,y,?,?,?,y,y,?,?,?,y,y,?,?,y,y,?,y,y,?,y,?,y,?
aira caryophyllea var. caryophyllea,?,?,y,y,y,?,?,y,y,y,?,y,?,y,y,y,y,?,y,y,?,?,y,?,?,?,?,?,y,y,?,?,y,y,y,y,y,y,?,?,y,y,?,y,?,?,y,?,?,?,y,y,?,?,?,y,y,?,?,y,y,?,y,y,?,y,?,y,?
aira caryophyllea var. cupaniana,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
aira elegans,?,?,y,y,?,?,?,y,y,y,?,?,?,?,?,y,?,?,y,?,?,?,y,?,?,?,?,?,y,y,?,?,?,y,y,?,?,?,?,?,?,?,?,y,y,?,y,?,?,?,?,?,?,?,?,y,?,?,?,y,?,?,y,?,?,y,?,y,?
aira praecox,?,?,y,?,y,?,?,?,?,?,?,y,?,y,?,?,?,?,y,y,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,y,?,?,?,y,y,?,?,?,y,y,?,?,?,?,?,?,?,?,?,?,y,?
ajuga,?,?,?,y,y,?,?,y,y,y,?,y,y,y,y,?,?,y,y,y,?,y,?,?,y,?,?,y,y,y,?,?,?,y,y,y,y,y,y,?,?,?,y,y,?,?,y,?,?,y,y,y,?,y,?,y,y,y,y,y,?,y,?,y,?,y,y,y,?
ajuga chamaepitys,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
ajuga genevensis,?,?,?,?,y,?,?,?,?,?,?,y,y,?,?,?,?,y,y,y,?,?,?,?,y,?,?,y,?,?,?,?,?,?,?,y,y,?,?,?,?,?,?,y,?,?,?,?,?,?,y,?,?,y,?,?,?,y,y,?,?,y,?,y,?,?,?,?,?
ajuga reptans,?,?,?,y,y,?,?,y,y,y,?,y,?,y,y,?,?,y,y,y,?,y,?,?,y,?,?,y,y,y,?,?,?,y,y,y,y,y,y,?,?,?,y,y,?,?,y,?,?,y,y,y,?,y,?,y,y,y,y,y,?,y,?,y,?,y,y,y,?
akebia,?,?,?,y,y,?,?,?,y,?,?,y,?,y,y,?,?,?,y,y,?,?,y,?,y,?,?,?,?,y,?,?,?,?,?,?,y,y,?,?,?,?,?,y,?,?,y,?,?,?,y,?,?,y,?,?,?,?,y,?,?,?,?,y,?,y,y,?,?
akebia �pentaphylla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
akebia quinata,?,?,?,y,y,?,?,?,y,?,?,y,?,y,y,?,?,?,y,y,?,?,y,?,y,?,?,?,?,y,?,?,?,?,?,?,y,y,?,?,?,?,?,y,?,?,y,?,?,?,y,?,?,y,?,?,?,?,y,?,?,?,?,y,?,y,y,?,?
